ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SUPERAMENTOBARRIEREARCH,ACCESSORAMPE,SCALENORMA,ASCENSOREDISABILI,PIATTAFORMAELEVATRICE,SERVIZIIGIENICIDISABILI,PORTELARGHEZZADISABILI,PERCORSIINTERNIDISABILI,PERCORSIESTERNIDISABILI,ALTRIACCORGIMENTIDISABILI
201718,SPEE81903D,0110150070,SI,NO,NO,SI,SI,SI,SI,SI,SI,-
201718,AQEE823059,0660580550,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,AQIC83800R,0660200291,NO,-,-,-,-,-,-,-,-,-
201718,BAAA87101P,0720351649,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,CSMM85401G,0780340133,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,MNIC81000E,0200710001,NO,-,-,-,-,-,-,-,-,-
201718,ORTF01000V,0950380201,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PZPS00601R,0760700800,NO,-,-,-,-,-,-,-,-,-
201718,ROAA80005G,0290321816,SI,SI,NO,NO,NO,NO,NO,SI,NO,-
201718,SAEE89801G,0651421374,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SVEE81301V,0090650057,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SIMM807011,0520340001,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,AVMM81803E,0640830003,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,NAEE346003,0630341614,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,RMEE8DX04A,0581161290,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,NOEE81203A,0030730003,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,AGIS01700D,0840041602,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CTMM8AS01L,0870050675,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,NAPS03000A,0630590010,NO,-,-,-,-,-,-,-,-,-
201718,PAEE8A002G,0820534512,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CZMM86501T,0791471010,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,PRVC010008,0340270386,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,CTIC86200L,0870151343,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,LUMM84201B,0460215001,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,UDAA85701R,0301290007,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,TVEE88205E,0260872960,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,TOMM8AK01P,0010860006,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CEAA86805A,0610060001,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,CAEE875025,1110160275,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,VREE84701P,0230971542,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,BGTD013019,0162460647,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BOEE85701L,0370060158,NO,-,-,-,-,-,-,-,-,-
201718,BSPS05000X,0171701327,SI,NO,NO,NO,NO,SI,SI,NO,SI,-
201718,PGAA021074,0540090082,NO,-,-,-,-,-,-,-,-,-
201718,RMEE805015,0580910378,NO,-,-,-,-,-,-,-,-,-
201718,LTIS01600E,0590111764,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,MTMM82501Q,0770140165,NO,-,-,-,-,-,-,-,-,-
201718,ANRI00101R,0420210641,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VAIC849006,0121190402,SI,SI,SI,NO,SI,SI,SI,SI,NO,-
201718,MOAA80501L,0360280053,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RCPS030006,0800630258,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,RMMM8DY012,0581161333,SI,SI,NO,NO,NO,SI,NO,SI,NO,-
201718,MNEE83801C,0200660010,NO,-,-,-,-,-,-,-,-,-
201718,SAMM8AM02B,0650040002,NO,-,-,-,-,-,-,-,-,-
201718,ARIC81600E,0510390001,SI,NO,NO,SI,NO,SI,SI,NO,NO,-
201718,LEEE89801P,0750521213,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,AGAA840017,0840282290,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,FIEE13004Q,0480040007,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MIEE882023,0152470990,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,FOAA02301L,0400070858,NO,-,-,-,-,-,-,-,-,-
201718,GREE811041,0530250001,NO,-,-,-,-,-,-,-,-,-
201718,AORI01000A,0070030616,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMTD099018,0581021614,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,SSEE83302B,0900351610,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,FGMM819016,0710010307,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,ANPC010006,0420020825,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,TPVC01000N,0810112529,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,CZAA85001X,0791601429,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,TVEE88004T,0260373059,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PGAA04004A,0540260174,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,FRMM80402E,0600810514,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,BLMM832021,0250560734,NO,-,-,-,-,-,-,-,-,-
201718,VVEE82602X,1020470805,NO,-,-,-,-,-,-,-,-,-
201718,TREE82204L,0550182541,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PVEE81201D,0180410131,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,BOIC82100Q,0370110018,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,BAEE84501B,0720060320,SI,SI,NO,SI,SI,SI,NO,NO,SI,"1W.C. PER PIANO + 1 PALESTRA ACC. INT., STALLO AUT"
201718,APMM80802C,0440310758,SI,NO,NO,SI,NO,SI,SI,SI,NO,-
201718,BARI02352P,0720360468,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,NAEE847018,0630240027,NO,-,-,-,-,-,-,-,-,-
201718,MOAA815017,0360330069,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,MEEE81702L,0830413782,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BGAA86402N,0161480053,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,NAIC8CP00G,0630490046,NO,-,-,-,-,-,-,-,-,-
201718,LUEE81403A,0460045010,SI,SI,SI,NO,NO,NO,NO,SI,NO,-
201718,AQRI00201T,0660280490,NO,-,-,-,-,-,-,-,-,-
201718,LTAA837029,0590010026,NO,-,-,-,-,-,-,-,-,-
201718,MNAA80803D,0200343152,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,FOIC826006,0400120142,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PDIS009008,0280564268,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,MOEE825035,0360060002,NO,-,-,-,-,-,-,-,-,-
201718,BNEE84806A,0620361915,NO,-,-,-,-,-,-,-,-,-
201718,CAEE84402D,0921080772,SI,SI,SI,SI,NO,NO,NO,SI,SI,-
201718,SAAA8AU05A,0650760005,NO,-,-,-,-,-,-,-,-,-
201718,RMEE8ES02Q,0580910090,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,AVEE87004N,0640501186,SI,NO,SI,NO,NO,NO,NO,NO,NO,-
201718,ALPS001011,0060010015,SI,SI,SI,SI,NO,NO,NO,SI,NO,-
201718,PAMM01900X,0820533514,NO,-,-,-,-,-,-,-,-,-
201718,CZEE85802R,0790231105,NO,-,-,-,-,-,-,-,-,-
201718,ENRF017518,0860141846,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SRIC858005,0890133733,NO,-,-,-,-,-,-,-,-,-
201718,CNEE856011,0040030012,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,SIEE822014,0520220013,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,CHEE834011,0690990326,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,TVIS00200G,0260213808,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,CBAA828043,0700380401,NO,-,-,-,-,-,-,-,-,-
201718,CBEE83403E,0700530163,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,MTEE82601L,0770140015,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,VCMM80102C,0021640003,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,LOAA81503Q,0980360984,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,FGEE85901N,0710240016,NO,-,-,-,-,-,-,-,-,-
201718,VRMM88901Q,0230913582,NO,-,-,-,-,-,-,-,-,-
201718,PSEE01511Q,0410130178,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BSPS01103C,0171950115,SI,SI,SI,SI,SI,SI,SI,SI,NO,-
201718,KRMM812018,1010101464,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TOEE896021,0010240007,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,FIMM81501G,0480490003,SI,SI,SI,NO,NO,SI,NO,SI,NO,-
201718,FIMM846017,0480010002,SI,NO,NO,SI,SI,SI,NO,NO,NO,-
201718,NAEE8DH014,0630240010,NO,-,-,-,-,-,-,-,-,-
201718,CORC01002A,0130100553,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MSEE81202L,0450100054,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,MIEE8FR03N,0151300815,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,VAAA84101C,0120020009,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,TRMM817033,0550090038,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,CTAA08305Q,0870550868,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PAMM89901R,0820534698,NO,-,-,-,-,-,-,-,-,-
201718,CAAA87002R,0920091395,SI,SI,SI,SI,NO,SI,NO,SI,NO,-
201718,VVMM803026,1020010050,NO,-,-,-,-,-,-,-,-,-
201718,TVEE86704B,0260210770,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,MIEE84301B,1080480913,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,VEEE85002X,0270082375,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,CEEE87404T,0610771007,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,LETD039017,0750222195,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RERI011018,0350330314,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,BAMM83701B,0720310605,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
201718,RMAA8EW01R,0580913863,SI,SI,SI,SI,NO,NO,SI,NO,NO,-
201718,MEAA839028,0830070680,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,LTPS060002,0590011011,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BGAA896014,0161830330,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PVAA82501A,0181100008,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,CNRI016018,0040290039,NO,-,-,-,-,-,-,-,-,-
201718,BAIC83500P,0720021280,NO,-,-,-,-,-,-,-,-,-
201718,PDPS01701N,0280014219,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,SAAA16309N,0651371463,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,FGRI020004,0710240956,NO,-,-,-,-,-,-,-,-,-
201718,RMAA8BF011,0580231356,NO,-,-,-,-,-,-,-,-,-
201718,LEAA85603D,0750930579,SI,NO,NO,NO,NO,NO,SI,SI,NO,-
201718,GEEE84203X,0100250061,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,SRAA01303G,0890024285,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,TOEE890033,0012430003,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VREE83902R,0230912026,NO,-,-,-,-,-,-,-,-,-
201718,TVMM868013,0260553261,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,TOEE82202B,0012840006,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CLEE80402P,0850222687,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PGAA82103V,0540120336,NO,-,-,-,-,-,-,-,-,-
201718,VAEE84601R,0121220916,SI,SI,SI,NO,SI,SI,SI,NO,NO,-
201718,PGMM86701A,0540392645,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,NAIC80700Q,0630490016,NO,-,-,-,-,-,-,-,-,-
201718,TOPM034016,0011200023,SI,SI,SI,SI,NO,SI,SI,SI,SI,terza manica aule non servita da ascensore
201718,UDAA84301V,0301290086,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,ATEE804044,0050770003,SI,NO,SI,NO,SI,SI,SI,NO,NO,-
201718,MIEE86202T,0152430961,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,TAMM807018,0730010229,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,MIEE8EP02A,0152060922,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,TPAA01206P,0810012503,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,VBEE806033,1030570002,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,RCAA832048,0800550496,NO,-,-,-,-,-,-,-,-,-
201718,CHIC83000G,0690300070,SI,SI,SI,NO,SI,NO,NO,NO,NO,-
201718,BGEE871033,0161900001,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RORC002019,0290014096,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,ARMM839018,0510020029,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,RCMM868014,0800630593,NO,-,-,-,-,-,-,-,-,-
201718,BSMM886016,0170290443,SI,SI,NO,NO,NO,SI,NO,SI,SI,-
201718,MIMM8BK01N,0152051368,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,VTTF00201A,0560050240,NO,-,-,-,-,-,-,-,-,-
201718,SAIC8BT004,0650780843,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,PIEE84201Q,0500390400,SI,NO,NO,NO,SI,SI,SI,NO,NO,-
201718,VIEE86303A,0240471689,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,LCIC81000X,0970091690,SI,SI,SI,SI,NO,NO,NO,NO,NO,-
201718,VEMM85101N,0270082361,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,ISAA83303L,0940300005,NO,-,-,-,-,-,-,-,-,-
201718,SAAA81104T,0651510001,NO,-,-,-,-,-,-,-,-,-
201718,RMTF081019,0580910689,NO,-,-,-,-,-,-,-,-,-
201718,LEAA84003X,0750480127,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ANAA850013,0420140057,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,RMEE8B301P,0581143594,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,MOMM825012,0360060147,NO,-,-,-,-,-,-,-,-,-
201718,TOMM824022,0010320002,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,AGTD01701Q,0840041602,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MTTD01601A,0770030889,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TAAA822016,0730250121,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,FERC00701B,0380030156,NO,-,-,-,-,-,-,-,-,-
201718,PIAA816023,0500040002,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,MIAA8E801X,0151650017,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TEAA83105G,0670410020,NO,-,-,-,-,-,-,-,-,-
201718,TREE81301P,0550310098,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,TOAA87602E,0012720113,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CBMM830047,0700520143,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,VEEE86004L,0270382441,SI,SI,NO,NO,NO,SI,NO,SI,NO,-
201718,BREE02300L,0740071744,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,TAMM84201G,0730081642,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,LUIC814006,0460045003,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,REEE84704C,0350330090,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CRAA82306D,0190950020,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,RGRC00201B,0880051555,NO,-,-,-,-,-,-,-,-,-
201718,CNAA80701E,0042020001,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,NOAA812013,0031300003,NO,-,-,-,-,-,-,-,-,-
201718,TPEE058025,0810124590,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,COAA85603E,0130950060,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
201718,VTSD00701T,0560217858,NO,-,-,-,-,-,-,-,-,-
201718,SAAA8BH047,0650900002,SI,NO,SI,NO,NO,NO,SI,SI,NO,-
201718,NAAA8BN016,0630530394,NO,-,-,-,-,-,-,-,-,-
201718,BAAA168107,0720431594,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,LCIC82100A,0970572002,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,FRAA85203R,0600640201,SI,SI,SI,NO,NO,NO,SI,NO,SI,-
201718,LCAA81203E,0970601521,SI,NO,SI,SI,NO,NO,SI,NO,NO,-
201718,AQAA82404V,0660530523,SI,NO,NO,NO,NO,SI,SI,NO,SI,-
201718,SAAA86204P,0650720003,NO,-,-,-,-,-,-,-,-,-
201718,NAAA36201R,0630341589,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,CRRI00401T,0190360287,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BOAA82408B,0370510302,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BSIC893008,0171250807,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,AVMM851036,0640820640,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,LEAA8AE015,0750350011,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMEE8CF02T,0581100861,SI,NO,NO,NO,NO,NO,NO,NO,NO,Adeguamento locali igienici ai sensi dell`art. 14 DPR 384 del 1978
201718,VIAA833017,0240742890,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMPC030006,0580910678,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,GRPS00702Q,0530260300,NO,-,-,-,-,-,-,-,-,-
201718,AOAA006020,0070440013,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RNEE80404A,0990020023,NO,-,-,-,-,-,-,-,-,-
201718,CAEE03101B,0920680211,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,ALMM815019,0060030044,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TOEE04101R,0012720292,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NUMM864015,0910371192,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,GOTF004016,0310070035,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,PGEE86101C,0540180126,NO,-,-,-,-,-,-,-,-,-
201718,NAIS098007,0630490098,NO,-,-,-,-,-,-,-,-,-
201718,TPAA81702L,0810112767,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,BAAA04405G,0720040048,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,MIAA8A302B,0150821029,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,ANIS02100A,0420210450,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,MIAA8BQ014,1080040018,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,TRSD011012,0550320231,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,VCPS021016,0021580022,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MIEE87702G,0151590986,SI,SI,NO,NO,NO,SI,NO,SI,NO,-
201718,POAA80603P,1000020001,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,CTTF03951N,0870172161,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,TPIC82400T,0810152624,NO,-,-,-,-,-,-,-,-,-
201718,PDTD00301G,0280344229,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,TEMM826014,0670420810,NO,-,-,-,-,-,-,-,-,-
201718,TSEE81102G,0320060035,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VBMM819023,1030190004,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PVMM819017,0181760308,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,BOEE81301V,0370060115,NO,-,-,-,-,-,-,-,-,-
201718,TPAA84203A,0810213077,NO,-,-,-,-,-,-,-,-,-
201718,CERI02301G,0610820020,NO,-,-,-,-,-,-,-,-,-
201718,RCAA86302T,0800610518,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,PAEE8A002G,0820534506,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,FRMM83301D,0600440493,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,RETD09000V,0350330303,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MEAA8AA02C,0830493905,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MCAA825036,0430290080,NO,-,-,-,-,-,-,-,-,-
201718,BORA00602V,0370570096,NO,-,-,-,-,-,-,-,-,-
201718,VREE83006E,0230913613,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,VIIC81100D,0241181072,SI,SI,SI,NO,SI,SI,SI,NO,SI,-
201718,PVMM823031,0181150113,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BAEE017018,0720060337,SI,NO,NO,SI,NO,SI,NO,SI,SI,-
201718,CSEE864028,0780900727,NO,-,-,-,-,-,-,-,-,-
201718,SSIC85100T,0900640487,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
201718,CHTH018015,0690580449,SI,NO,SI,SI,NO,SI,NO,NO,NO,-
201718,BSTF03701L,0170290275,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FGAA819012,0710010224,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,BOIC809005,0370070206,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
201718,CREE812057,0191120206,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
201718,NAAA18702C,0630821283,NO,-,-,-,-,-,-,-,-,-
201718,BGEE84604B,0161720001,NO,-,-,-,-,-,-,-,-,-
201718,ANAA83102P,0420100814,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,RMIC8C700E,0580070670,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ATAA80601B,0051120001,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,NOAA817016,0031430001,SI,SI,-,-,-,-,-,-,-,-
201718,AGMM855015,0840010100,NO,-,-,-,-,-,-,-,-,-
201718,RMRH04601N,0580321647,NO,-,-,-,-,-,-,-,-,-
201718,SOAA82002D,0140610050,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,CTEE8A6011,0870151375,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,NAIS08700R,0630490128,NO,-,-,-,-,-,-,-,-,-
201718,TEEE821078,0670360257,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,TAEE832023,0730270151,NO,-,-,-,-,-,-,-,-,-
201718,OREE82806Q,0950791440,SI,SI,SI,NO,SI,NO,NO,NO,SI,-
201718,PTAA808034,0470020004,SI,SI,NO,NO,NO,SI,SI,NO,SI,maniglioni
201718,MCAA803028,0430040097,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,SREE01301P,0890024241,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,BSTD011016,0171950125,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PGPS02000N,0540182651,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,MEEE885049,0830843413,NO,-,-,-,-,-,-,-,-,-
201718,LCRI01201B,0970422047,SI,NO,NO,NO,NO,NO,NO,SI,SI,-
201718,MEAA847038,0830263881,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,RMEE8FC015,0580910548,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,TVAA84201P,0260652312,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,LEMM803035,0750600281,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PDMM83001E,0280603655,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,MIMM8BV01N,0151821344,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,PCTF00601P,0330320181,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,FIEE85101Q,0480170340,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,VIEE85903P,0240910541,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,SPAA806014,0110160035,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,RMIS10100R,0580321527,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,PEEE835019,0680280128,NO,-,-,-,-,-,-,-,-,-
201718,GEMM86602A,0100670271,SI,SI,SI,NO,SI,SI,SI,SI,NO,-
201718,BOIC82200G,0370190351,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,BREE806042,0740071772,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,MITD51000Q,0152211110,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,FGMM84702B,0710411617,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,AGEE820017,0840010020,NO,-,-,-,-,-,-,-,-,-
201718,NAEE847018,0630240018,NO,-,-,-,-,-,-,-,-,-
201718,ENMM81801V,0860182944,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,PAEE81401T,0820134813,SI,NO,NO,SI,NO,NO,SI,NO,NO,-
201718,AQAA83901D,0660360071,NO,-,-,-,-,-,-,-,-,-
201718,BAAA80604P,0720061356,SI,NO,NO,NO,SI,SI,NO,NO,NO,STALLO AUTO DISABILI
201718,NAMM8BZ01N,0630490623,NO,-,-,-,-,-,-,-,-,-
201718,LUEE81404B,0460045005,SI,SI,NO,NO,NO,SI,NO,NO,NO,MONTASCALE
201718,FIEE83202B,0480190009,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,PAAA117012,0820484937,SI,SI,SI,NO,NO,NO,SI,SI,NO,-
201718,ORRA00851R,0950790389,SI,SI,SI,NO,NO,NO,SI,NO,SI,-
201718,GRIS001009,0530090301,SI,SI,NO,SI,NO,SI,SI,NO,NO,-
201718,FRAA80701R,0600530501,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,MIAA8FN024,0151823225,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,AVEE87005P,0640501184,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PRMM82801R,0340270080,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,CZEE81307C,0790430146,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
