ANNOSCOLASTICO;CODICESCUOLA;CODICEEDIFICIO;codicescuola;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;SCUOLABUS;TRASPORTIPUBBLICIURBANI;TRASPORTIPUBBLICIINTERURBANI;TRASPORTIFERROVIARI;MEZZIPRIVATI;TRASPORTODISABILI;PISTACICLABILE;ALTRO
202021;MIMM8CS013;151461123;MIMM8CS013;IC DON ORIONE/MILANO;L. DA VINCI;VIA SAND 32;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIMM8DF01T;151464009;MIMM8DF01T;IC SANDRO PERTINI/MILANO;VIA ASTURIE-VIA MANN;VIA THOMAS MANN 8;20162;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8B701D;151460439;MIEE8B701D;IC PISACANE E POERIO/MILANO;PISACANE E POERIO - MILANO;VIA PISACANE 9;20129;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIRH010009;151460200;MIRH010009;A. VESPUCCI;A. VESPUCCI;VIA VALVASSORI PERONI8;20133;NO;SI;NO;NO;NO;NO;NO;FERMATA STAZIONE LAMBRATE 1,5KM
202021;MITD004015;151461576;MITD004015;CARLO CATTANEO;"IST.TEC.STAT.PER RAG.""CATTANEO""";PIAZZA DELLA VETRA 9;20123;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIRC300004;151461522;MIRC300004;KANDINSKY;KANDINSKY;VIA C. BARONI35;20142;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIAA82002E;151460012;MIAA82002E;IC BRUNO MUNARI/ MILANO;VIA MUGGIANO;VIA MUGGIANO;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8D200D;151461017;MIIC8D200D;IC VIA CONSOLE MARCELLO/MILANO;IC VIA CONSOLE MARCELLO/MILANO;VIA CONSOLE MARCELLO 9;20156;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIIS101008;151460111;MIIS101008;TORRICELLI;TORRICELLI;VIA U. DINI 7;20142;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIAA819019;151460008;MIAA819019;IC I.CALVINO;VIA RUCELLAI - MILANO;VIA RUCELLAI 19;20126;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIAA8C6013;151460004;MIAA8C6013;"ICS ""ALDA MERINI""/MILANO";INFANZIA-VIA SAPRI;VIA SAPRI 25;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DG01N;151461142;MIMM8DG01N;IC ARBE ZARA/MILANO;VIALE SARCA -MILANO;VIALE SARCA 24;20126;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIMM8CT01V;151465010;MIMM8CT01V;IC VITTORIO LOCCHI/MILANO;CASSINIS;VIA HERMADA 18;20162;NO;SI;NO;NO;SI;NO;SI;-
202021;MIIC8DZ008;151462630;MIIC8DZ008;"IC.""ILARIA ALPI""MILANO";"IC.""ILARIA ALPI""MILANO";VIA SALERNO 1;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8D102R;151460362;MIEE8D102R;IC RINNOVATA PIZZIGONI/MILANO;DANTE ALIGHIERI;VIA MAC MAHON 100;20155;NO;SI;NO;SI;SI;NO;NON DEFINITO;-
202021;MIRC30050D;151461522;MIRC30050D;KANDINSKY;KANDINSKY;VIA C.BARONI 35;20142;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8B601N;151460443;MIEE8B601N;IC A.STOPPANI/MILANO;VIA STOPPANI - MILANO;VIA STOPPANI 1;20129;NO;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIMM8DD016;151461060;MIMM8DD016;I.C. VIA GIACOSA 46/MILANO;CASA DEL SOLE;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
